CityWBAN,CityDist,City,State
93228,15481.0628519532,Oakland,California
14922,10123.077303924221,Minneapolis,Minnesota
13968,5215.501233659546,Tulsa,Oklahoma
467,24761.385045215447,Tulsa,Oklahoma
53908,15848.880851482323,Tulsa,Oklahoma
53907,5722.135674711427,Arlington,Texas
53984,8300.344108391766,Arlington,Texas
12958,27079.0468608544,New Orleans,Louisiana
53917,13984.74728288709,New Orleans,Louisiana
3928,2213.779746766337,Wichita,Kansas
3974,21635.639473525676,Wichita,Kansas
3923,16320.129251617609,Wichita,Kansas
14820,15950.894230751432,Cleveland,Ohio
4853,2894.425787936772,Cleveland,Ohio
12842,12240.065242278464,Tampa,Florida
92825,9396.510110552115,Tampa,Florida
12810,18959.45531713013,Tampa,Florida
92824,25154.732315079505,Tampa,Florida
92816,7905.661142961766,Tampa,Florida
23155,12922.014228940061,Bakersfield,California
22519,14368.934842950235,Honolulu,Hawaii
22521,13662.30281499175,Honolulu,Hawaii
3166,12759.006639960924,Anaheim,California
93184,6782.096447693622,Santa Ana,California
365,28521.34133360581,Corpus Christi,Texas
12926,7243.115073084624,Corpus Christi,Texas
12995,29026.0433505692,Corpus Christi,Texas
12984,34225.21652256069,Corpus Christi,Texas
12924,17414.1195166299,Corpus Christi,Texas
3171,3487.7512967019907,Riverside,California
93820,9550.965015401656,Lexington,Kentucky
23237,11074.556071844112,Stockton,California
14762,9848.095805455569,Pittsburgh,Pennsylvania
93812,11133.22749267003,Cincinnati,Ohio
93814,15311.18337293201,Cincinnati,Ohio
26401,25017.079267114957,Anchorage,Alaska
26491,29675.275478029842,Anchorage,Alaska
26451,31959.840821764505,Anchorage,Alaska
26492,48542.025675503,Anchorage,Alaska
26444,53389.54484082843,Anchorage,Alaska
26409,25606.017662875925,Anchorage,Alaska
25331,56770.64674111861,Anchorage,Alaska
489,20905.959008463808,Anchorage,Alaska
26443,51499.804488991096,Anchorage,Alaska
26497,34037.09881457222,Anchorage,Alaska
14931,14129.613951522208,Henderson,Nevada
13723,9916.041334236996,Greensboro,North Carolina
14734,4696.296663041483,Newark,New Jersey
14939,7512.000191735839,Lincoln,Nebraska
4872,11020.025709070313,Toledo,Ohio
12841,7854.125186647395,Orlando,Florida
12815,6768.421137791885,Orlando,Florida
3178,8064.9413739341035,Chula Vista,California
93115,11093.348858448566,Chula Vista,California
14827,11697.824169807363,Fort Wayne,Indiana
12907,7701.530171191235,Laredo,Texas
14837,7979.037394650443,Madison,Wisconsin
23042,11546.810192317978,Lubbock,Texas
53128,5352.453243325184,Chandler,Arizona
3192,7449.390208498063,Scottsdale,Arizona
3185,26128.645092145143,Scottsdale,Arizona
3184,20655.878622133103,Scottsdale,Arizona
93807,3520.700625477044,Winston-Salem,North Carolina
23112,5036.817256125693,North Las Vegas,Nevada
53123,11123.00782074593,North Las Vegas,Nevada
13960,10119.675361193567,Irving,Texas
3927,7369.2204580816,Irving,Texas
13762,12777.707307862009,Chesapeake,Virginia
13737,22831.19667922922,Chesapeake,Virginia
3701,6063.494569795447,Chesapeake,Virginia
154,17375.897801295207,Chesapeake,Virginia
13750,25289.511136840272,Chesapeake,Virginia
13769,24945.34177377131,Chesapeake,Virginia
23104,9648.163092565248,Gilbert,Arizona
53128,5093.038391014709,Gilbert,Arizona
12882,5562.227068304647,Hialeah,Florida
12839,8610.602546308563,Hialeah,Florida
23244,13902.8753581387,Fremont,California
23289,11700.716481638457,Fremont,California
13970,10236.283542053423,Baton Rouge,Louisiana
153,17087.209250614644,Richmond,Virginia
93775,18791.431159121334,Richmond,Virginia
13740,10436.307248255693,Richmond,Virginia
24131,6134.525991054036,Boise,Idaho
94176,10030.124891569465,Spokane,Washington
24157,7750.564668814012,Spokane,Washington
14933,6047.29085186245,Des Moines,Iowa
23258,4363.065606311598,Modesto,California
24207,10882.064646613488,Tacoma,Washington
94274,9428.191853912269,Tacoma,Washington
14768,6694.744537410127,Rochester,New York
93110,2202.807673915324,Oxnard,California
23119,6203.228045530948,Moreno Valley,California
3973,11900.974365690348,Fayetteville,North Carolina
93993,6946.062076395621,Fayetteville,North Carolina
13821,10998.690736352204,Montgomery,Alabama
13895,15518.08173188889,Montgomery,Alabama
23047,12241.457963416988,Amarillo,Texas
3952,14183.109380553573,Little Rock,Arkansas
13963,9138.402594602985,Little Rock,Arkansas
14813,6595.2818453803775,Akron,Ohio
13812,19344.7690382956,Columbus,Georgia
63825,15313.070922445802,Columbus,Georgia
14821,9425.296692184087,Columbus,Georgia
4804,12937.21128546099,Columbus,Georgia
13957,1937.8344793711674,Shreveport,Louisiana
13944,14567.009156924734,Shreveport,Louisiana
53905,11056.59661526215,Shreveport,Louisiana
24127,3622.429148869051,Salt Lake City,Utah
3856,13056.973738372091,Huntsville,Alabama
63804,20120.16709181305,Huntsville,Alabama
63883,3454.561493066565,Huntsville,Alabama
53852,26716.427483840318,Huntsville,Alabama
13894,15173.234619388217,Mobile,Alabama
13838,8689.41428636214,Mobile,Alabama
93805,12492.02356073883,Tallahassee,Florida
53907,8609.238280320227,Grand Prairie,Texas
53984,6179.100978207598,Grand Prairie,Texas
3971,12865.787893429993,Grand Prairie,Texas
3967,8802.064115236008,Overland Park,Kansas
13891,16611.319695929953,Knoxville,Tennessee
12957,18968.635326709835,Brownsville,Texas
12919,13524.385561068868,Brownsville,Texas
23183,8204.929820531548,Tempe,Arizona
13702,12793.114059805475,Newport News,Virginia
93735,10895.943600168914,Newport News,Virginia
93741,6330.251098721201,Newport News,Virginia
12835,15011.447247346074,Cape Coral,Florida
54752,33247.04907663269,Providence,Rhode Island
4780,77418.90309996567,Providence,Rhode Island
54777,45936.10838759798,Providence,Rhode Island
54769,70259.81341970502,Providence,Rhode Island
14753,53997.648171803936,Providence,Rhode Island
54767,52483.11525818163,Providence,Rhode Island
94793,78163.76363411245,Providence,Rhode Island
14787,44713.58184320576,Providence,Rhode Island
14707,72047.02458442452,Providence,Rhode Island
64710,9179.293763076541,Providence,Rhode Island
14794,60765.632248860726,Providence,Rhode Island
54704,48787.66728777067,Providence,Rhode Island
14765,20088.707602053946,Providence,Rhode Island
94726,55579.85956776411,Providence,Rhode Island
14739,71863.72243724104,Providence,Rhode Island
14702,70885.80272310122,Providence,Rhode Island
14703,87318.74872871085,Providence,Rhode Island
94746,50847.59056912077,Providence,Rhode Island
64774,78945.7950316595,Providence,Rhode Island
12885,6248.420922155397,Fort Lauderdale,Florida
12849,8257.675089214641,Fort Lauderdale,Florida
13882,8179.675606862755,Chattanooga,Tennessee
3102,8535.600075460263,Rancho Cucamonga,California
3154,8725.65070217643,Oceanside,California
53121,2747.411021134422,Oceanside,California
53141,7949.854442723953,Garden Grove,California
14944,4174.249248735813,Sioux Falls,South Dakota
54829,800407.6681136205,Ontario,California
54913,705669.1323354722,Ontario,California
4803,659955.0174276247,Ontario,California
54922,1075990.1551959012,Ontario,California
94868,961340.7001093983,Ontario,California
4955,1038861.2615060087,Ontario,California
94818,855975.881368929,Ontario,California
14755,1081645.2382698376,Ontario,California
14886,604770.2957548586,Ontario,California
4878,575559.8733445886,Ontario,California
54832,710591.4684509232,Ontario,California
4911,572948.0351312177,Ontario,California
94893,574190.6456420134,Ontario,California
14808,588391.4733521533,Ontario,California
64776,922037.13096817,Ontario,California
4960,1054042.8697850597,Ontario,California
14860,881405.9653093414,Ontario,California
265,993987.104680926,Ontario,California
94850,485374.0549469468,Ontario,California
4842,990846.4199386995,Ontario,California
94925,1063325.2800531646,Ontario,California
14736,1115433.2013659286,Ontario,California
94815,855635.6058063316,Ontario,California
4863,551210.6901424454,Ontario,California
324,1044023.4463330087,Ontario,California
140,735167.4753058031,Ontario,California
94897,712975.5835228622,Ontario,California
298,742160.847647156,Ontario,California
4954,808891.9558253863,Ontario,California
54768,1093569.075013839,Ontario,California
4824,633307.1888549099,Ontario,California
54771,981862.9125402112,Ontario,California
286,846564.3551702714,Ontario,California
4923,736661.6509153818,Ontario,California
4872,891222.0746324834,Ontario,California
14770,1105287.263008951,Ontario,California
4741,1039831.164998816,Ontario,California
94974,914664.4297951227,Ontario,California
4881,476346.5802620293,Ontario,California
94852,1048817.319188149,Ontario,California
4941,996782.2075620599,Ontario,California
94930,843939.9436138587,Ontario,California
4858,1082119.9155712556,Ontario,California
64775,932645.839705071,Ontario,California
4943,951821.7714080013,Ontario,California
14817,631608.6377344888,Ontario,California
94830,908165.663297655,Ontario,California
94896,615899.2473741621,Ontario,California
4888,760750.8889461927,Ontario,California
14834,996316.7958928047,Ontario,California
54809,965140.3709616297,Ontario,California
54746,1101997.6555079098,Ontario,California
54904,1060347.7065158505,Ontario,California
241,907113.2641402201,Ontario,California
4828,1088477.3090014602,Ontario,California
4845,876964.4229311667,Ontario,California
14937,1113397.993335154,Ontario,California
54827,899493.3424805667,Ontario,California
94833,1038679.0382255759,Ontario,California
64705,1027137.4199309191,Ontario,California
4827,1091351.511405037,Ontario,California
4897,842024.2890585137,Ontario,California
94705,1008512.0082402695,Ontario,California
14925,963851.647878321,Ontario,California
4996,1011972.5425579934,Ontario,California
94704,898858.0285557164,Ontario,California
93824,1093919.3685868338,Ontario,California
4979,703903.5767598272,Ontario,California
94891,1117937.1648424414,Ontario,California
4932,995305.0734490535,Ontario,California
4905,671405.7098934102,Ontario,California
4971,890684.1734710997,Ontario,California
4857,905080.6941922774,Ontario,California
63825,1094582.1170492047,Ontario,California
14840,768680.4242230009,Ontario,California
4806,919681.7949629644,Ontario,California
4880,1027059.850195791,Ontario,California
14920,902099.4846103155,Ontario,California
14821,1084518.6998954862,Ontario,California
183,966141.9939805365,Ontario,California
94847,835941.2527918979,Ontario,California
54834,847444.5453124015,Ontario,California
94967,938335.7792362546,Ontario,California
4865,650602.0927454121,Ontario,California
368,1074784.0273670815,Ontario,California
4919,741504.8549897246,Ontario,California
251,1066600.6740442016,Ontario,California
4882,877070.1928847288,Ontario,California
4751,948467.3204749826,Ontario,California
14940,1070770.9351810094,Ontario,California
185,686972.4572221998,Ontario,California
93815,1098049.859911759,Ontario,California
94700,1068385.9155149814,Ontario,California
14958,903594.9522066814,Ontario,California
4725,1002066.1093037335,Ontario,California
54928,756198.0779092559,Ontario,California
4883,689375.6366485124,Ontario,California
94836,493161.61248714407,Ontario,California
14992,1072604.6580614243,Ontario,California
4952,1117936.141794699,Ontario,California
54778,916204.8629418056,Ontario,California
94823,1053002.5501708996,Ontario,California
4939,1052268.2952116108,Ontario,California
4980,1051880.406970946,Ontario,California
14897,725895.5167326046,Ontario,California
94962,998264.7840790886,Ontario,California
54828,698892.4663803208,Ontario,California
94992,574838.7674551829,Ontario,California
4825,733823.1636480123,Ontario,California
54736,1123914.609942211,Ontario,California
14819,954815.2616213764,Ontario,California
122,991450.8803970978,Ontario,California
4948,1067978.461076523,Ontario,California
94966,1061562.0507812996,Ontario,California
14990,1098074.2118119302,Ontario,California
4873,935782.143435737,Ontario,California
4807,963062.0167058647,Ontario,California
4894,1024263.3303786899,Ontario,California
54844,417383.28305236425,Ontario,California
14858,489164.2566186228,Ontario,California
14927,919795.8226873468,Ontario,California
4870,518962.0279231376,Ontario,California
54826,856730.2540806959,Ontario,California
14813,976398.6095613261,Ontario,California
54917,1090116.9748238872,Ontario,California
94899,432179.91941980744,Ontario,California
4914,773205.4648423161,Ontario,California
4969,862102.657347824,Ontario,California
14852,962536.9300801508,Ontario,California
4724,803823.016505692,Ontario,California
14825,971573.7053270874,Ontario,California
4868,1086142.3889723485,Ontario,California
4929,959635.1690892451,Ontario,California
54909,807639.7694162254,Ontario,California
4928,802496.464044044,Ontario,California
139,1047447.2884772351,Ontario,California
14763,1110275.3677941568,Ontario,California
4875,800500.6794450262,Ontario,California
182,1046817.3681186847,Ontario,California
54910,945450.5068174463,Ontario,California
54850,886290.5337492222,Ontario,California
4944,937689.558782489,Ontario,California
4956,906486.5696203293,Ontario,California
4826,785580.395688366,Ontario,California
94938,898411.6845018876,Ontario,California
4851,940123.9719666165,Ontario,California
14918,759688.3670684771,Ontario,California
4874,418953.9510643794,Ontario,California
14768,845870.3434653762,Ontario,California
94849,520115.4385322054,Ontario,California
14835,1079943.7811921402,Ontario,California
94740,899151.8864518511,Ontario,California
94982,1073661.0464353918,Ontario,California
94956,973067.7153886,Ontario,California
468,914914.4272295848,Ontario,California
4950,1120863.694715433,Ontario,California
94910,1071748.2248870023,Ontario,California
94814,609003.7022870545,Ontario,California
54911,747250.5470259681,Ontario,California
4726,1101002.9860138572,Ontario,California
4999,1089694.7841120947,Ontario,California
14833,837921.9966470746,Ontario,California
14922,933886.0454100228,Ontario,California
54907,937650.0859617342,Ontario,California
94605,1064352.6992834138,Ontario,California
14894,1081295.8093883009,Ontario,California
4997,831749.9897158832,Ontario,California
54735,1091582.7290277993,Ontario,California
54838,624736.0323476914,Ontario,California
54742,1026438.9822750698,Ontario,California
54824,754439.6125350855,Ontario,California
94961,842137.9461062169,Ontario,California
94853,535732.5699094643,Ontario,California
53844,1111219.3775357262,Ontario,California
336,1036148.8522738257,Ontario,California
4841,755581.5984465238,Ontario,California
94960,929086.8439047167,Ontario,California
54772,1122880.7958764604,Ontario,California
4843,929978.5068500516,Ontario,California
388,1037697.8695135686,Ontario,California
54821,844955.9173380451,Ontario,California
291,1048775.0987097933,Ontario,California
54728,1059436.1268853853,Ontario,California
4867,1012426.2400715004,Ontario,California
54953,690741.6892067274,Ontario,California
380,959074.700655322,Ontario,California
14923,1085341.214716843,Ontario,California
94765,1067460.2906352992,Ontario,California
4934,1009469.0910910708,Ontario,California
4864,679905.7077034928,Ontario,California
4720,895077.6463002032,Ontario,California
94919,816459.7957918998,Ontario,California
14827,987293.093832204,Ontario,California
94889,837404.7521640965,Ontario,California
14777,1096733.9178253482,Ontario,California
4804,1074802.6326424563,Ontario,California
54915,899240.5594112602,Ontario,California
14836,782401.9600740385,Ontario,California
4981,1082440.8411070132,Ontario,California
4831,983485.0662575688,Ontario,California
14914,1059341.514952782,Ontario,California
54781,1073206.252166523,Ontario,California
4931,1020123.7633884901,Ontario,California
14853,835419.4403199079,Ontario,California
54916,1012090.7415764384,Ontario,California
4829,703660.026257687,Ontario,California
94931,762119.3795486381,Ontario,California
54792,1033848.1006037875,Ontario,California
151,1016301.919051634,Ontario,California
14966,1038279.9117280766,Ontario,California
4889,1070568.2499709693,Ontario,California
54901,953593.0289888442,Ontario,California
4849,941943.4362770462,Ontario,California
94963,952363.2979449414,Ontario,California
4852,1039433.5829762595,Ontario,California
14733,827423.2800795303,Ontario,California
54905,733490.570656289,Ontario,California
4953,1041123.9251802879,Ontario,California
94968,1031093.0126638662,Ontario,California
94926,631102.1459683327,Ontario,California
4855,1014915.1664902631,Ontario,California
4836,1122935.3503133892,Ontario,California
173,1107788.178375278,Ontario,California
94737,1037844.8239968368,Ontario,California
94994,933299.1132371998,Ontario,California
4885,691465.3760864532,Ontario,California
94977,703412.6974098526,Ontario,California
4918,1109558.680672633,Ontario,California
4984,874298.9850765942,Ontario,California
94908,1004169.2205448213,Ontario,California
54927,998589.6129102581,Ontario,California
4945,957644.1173196434,Ontario,California
54757,936191.2740990646,Ontario,California
4963,966912.0724546185,Ontario,California
14921,905065.8470948063,Ontario,California
14841,480637.54417601187,Ontario,California
14742,954350.9394632488,Ontario,California
63888,1102787.2107974917,Ontario,California
464,650685.253541186,Ontario,California
54823,867888.8704539916,Ontario,California
14820,931919.9221702279,Ontario,California
54941,1122473.1091529161,Ontario,California
4840,779872.3115231585,Ontario,California
4896,1122235.2694885414,Ontario,California
4989,1057806.5379902734,Ontario,California
14895,989961.6174240704,Ontario,California
94895,1072456.028004836,Ontario,California
4899,1044280.6086009188,Ontario,California
54833,857982.5806453043,Ontario,California
94999,860049.0340760286,Ontario,California
4847,878728.8638398926,Ontario,California
14747,858402.4829212613,Ontario,California
14815,842842.2651359829,Ontario,California
232,1058602.1684376902,Ontario,California
54739,1070820.909013437,Ontario,California
14913,744774.8210203326,Ontario,California
94898,636215.7564460237,Ontario,California
13840,1104754.2791347583,Ontario,California
4890,987065.392446876,Ontario,California
283,1058544.6995920723,Ontario,California
94979,1041680.7510914125,Ontario,California
14750,1015926.3549733981,Ontario,California
14847,374472.77454242203,Ontario,California
54852,749376.8254055491,Ontario,California
54825,484462.4958124054,Ontario,California
4967,910549.8628041444,Ontario,California
4879,974249.6374713191,Ontario,California
14715,845059.632726381,Ontario,California
94871,884434.0249458682,Ontario,California
4884,498072.68576372793,Ontario,California
94894,652986.6312227687,Ontario,California
4972,817217.1563654447,Ontario,California
64706,1060412.6518899798,Ontario,California
14954,1023260.0430757636,Ontario,California
4813,1020118.7946318492,Ontario,California
4805,917823.8194472047,Ontario,California
94822,957633.9478824408,Ontario,California
4866,879614.9930765212,Ontario,California
4927,964821.1173806664,Ontario,California
4846,970021.7121951618,Ontario,California
4951,1085998.303222374,Ontario,California
54758,981177.7282616426,Ontario,California
4983,851347.5616567993,Ontario,California
465,910767.2530566411,Ontario,California
14910,1012267.2471971218,Ontario,California
14778,1060458.9215210024,Ontario,California
94866,941950.9026480513,Ontario,California
94969,978719.8911322582,Ontario,California
4877,807559.8351096059,Ontario,California
4850,1007520.7688570939,Ontario,California
14748,970112.7357281126,Ontario,California
14771,911494.0160283018,Ontario,California
187,975031.2550104043,Ontario,California
4808,979032.7475847472,Ontario,California
14839,839417.4138249893,Ontario,California
54773,876820.4824900721,Ontario,California
4893,466136.6165921949,Ontario,California
14804,793337.467551934,Ontario,California
14829,936292.2599275302,Ontario,California
14848,927409.4712670302,Ontario,California
14916,1048232.9081896539,Ontario,California
94846,938647.9750085117,Ontario,California
14845,694131.2201199973,Ontario,California
4995,851802.3050745642,Ontario,California
4876,971157.5787178364,Ontario,California
4958,737910.9382211954,Ontario,California
94892,956654.13815358,Ontario,California
4898,821602.6016582997,Ontario,California
94929,679186.2394822983,Ontario,California
14864,693776.2989800046,Ontario,California
4974,923623.5057118927,Ontario,California
347,950933.7763272055,Ontario,California
4854,538891.3777790833,Ontario,California
94855,762031.7676369495,Ontario,California
54819,849829.2236462523,Ontario,California
94790,835684.9233795486,Ontario,California
54740,1076990.5426013845,Ontario,California
14735,1056162.7375625477,Ontario,California
4922,1095206.0513048617,Ontario,California
4940,870871.6881225312,Ontario,California
94964,673601.4987472305,Ontario,California
14898,695935.0968827308,Ontario,California
94626,1118372.1776755329,Ontario,California
14762,1073417.0682972106,Ontario,California
4892,486074.90817424003,Ontario,California
4787,1007135.0637789094,Ontario,California
54820,445417.65108111274,Ontario,California
94860,784675.4549959701,Ontario,California
94761,955238.2103172535,Ontario,California
132,789560.9913254015,Ontario,California
14926,942511.1580215417,Ontario,California
14850,586183.9718378703,Ontario,California
4871,970121.5680769641,Ontario,California
4916,975305.6417740838,Ontario,California
94869,827953.8249219647,Ontario,California
297,645410.7050664742,Ontario,California
94890,740474.2782616062,Ontario,California
94817,787166.7926036242,Ontario,California
54822,804278.1256426774,Ontario,California
316,814205.5783853098,Ontario,California
4887,793653.5122536342,Ontario,California
4848,909929.0441842203,Ontario,California
4968,872770.6913296458,Ontario,California
4926,852339.2330302368,Ontario,California
54930,950348.191228286,Ontario,California
94940,864638.7155600996,Ontario,California
4933,1007308.8591392239,Ontario,California
125,1039284.3938194107,Ontario,California
54906,1079021.154667964,Ontario,California
384,929727.7714111365,Ontario,California
4978,973989.6171750915,Ontario,California
64773,1088735.100066655,Ontario,California
54818,614597.3828627722,Ontario,California
54813,452940.03965480864,Ontario,California
216,681358.5919117016,Ontario,California
94985,779317.0929547977,Ontario,California
4982,1113309.497143601,Ontario,California
4838,924612.4173486913,Ontario,California
4853,921178.883016618,Ontario,California
152,923979.1370691239,Ontario,California
240,771047.1381442999,Ontario,California
14880,892792.4117443424,Ontario,California
14822,815350.997936038,Ontario,California
4886,881165.7757943176,Ontario,California
4891,707433.4190584362,Ontario,California
54816,723787.8834321885,Ontario,California
315,1052311.8501895606,Ontario,California
4961,990997.1607225745,Ontario,California
94973,745862.4067203735,Ontario,California
54908,746888.6268570537,Ontario,California
94948,1095278.1338111637,Ontario,California
4970,917545.1407187341,Ontario,California
13812,1104060.848248961,Ontario,California
4869,400614.79888297664,Ontario,California
4839,810875.5026861732,Ontario,California
14991,831767.4078734968,Ontario,California
14891,993325.4612491025,Ontario,California
94997,969657.4392648474,Ontario,California
94854,913596.8603345153,Ontario,California
14826,754779.9507629648,Ontario,California
4895,753882.0685156644,Ontario,California
4902,1007723.4517365622,Ontario,California
4909,890668.9433794144,Ontario,California
94725,820135.0784744555,Ontario,California
54817,662759.6675585489,Ontario,California
54914,912834.6521846983,Ontario,California
14837,875228.5583707624,Ontario,California
4912,1011368.2748258723,Ontario,California
54807,1050296.9144333196,Ontario,California
54940,1084817.7018993464,Ontario,California
54912,871389.0098384696,Ontario,California
167,967745.2257307525,Ontario,California
278,21309.780510514727,Jackson,Mississippi
3940,10246.75858716088,Jackson,Mississippi
13927,5418.202653993857,Jackson,Mississippi
92809,9235.259508666182,Pembroke Pines,Florida
24232,3793.2756935474763,Salem,Oregon
93822,9093.362083989288,Springfield,Missouri
53175,5002.52854247594,Corona,California
14842,10317.825421593005,Peoria,Arizona
13722,13290.534316900434,Cary,North Carolina
93228,5833.813638941274,Hayward,California
23233,4258.779132933878,Salinas,California
93822,9093.362083989288,Springfield,Massachusetts
93136,8066.691915448424,Pasadena,Texas
